kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten,nama_lengkap,deskripsi,path,path_gambar
candi,Candi Pawon,-7.6061281,110.2195602,"Candi Pawon, Jalan Balaputera Dewa, Wanurejo, Borobudur, Magelang, Jawa Tengah, Jawa, 56553, Indonesia",Jawa Tengah,Magelang,"Candi Pawon, Magelang, Jawa Tengah","Candi Pawon terletak diantara Candi Mendut dan Candi Borobudur, tepat berjarak 1,75 km dari Candi Borobudur dan 1,15 km dari Candi Mendut. Candi Mendut terletak di Dusun Brojonalan, Kelurahan Wanurejo, Kecamatan Borobudur, Kabupaten Magelang, Jawa Tengah.",gambar_wisata/Candi_Pawon,gambar_wisata/Candi_Pawon
candi,Candi Penataran,-8.0161052,112.2092511,"Candi Penataran, Jalan Insinyur Soekarno, Kedawung, Blitar, Jawa Timur, Jawa, 66181, Indonesia",Jawa Timur,Blitar,"Candi Penataran, Blitar, Jawa Timur","sCandi Penataran atau nama aslinya adalah Candi Palah adalah sebuah gugusan candi bersifat keagamaan Hindu Siwaitis yang terletak di Desa Penataran, Kecamatan Nglegok, Kabupaten Blitar, Jawa Timur. Candi termegah dan terluas di Jawa Timur ini terletak di lereng barat daya Gunung Kelud, di sebelah utara Blitar, pada ketinggian 450 meter di atas permukaan laut.",gambar_wisata/Candi_Penataran,gambar_wisata/Candi_Penataran
candi,Candi Plaosan,-7.74056,110.5045511,"Candi Plaosan Lor, Jalan Prambanan - Manisrenggo, Kebondalem Lor, Klaten, Jawa Tengah, Jawa, 57454, Indonesia",Jawa Tengah,Klaten,"Candi Plaosan, Klaten, Jawa Tengah","Candi Plaosan (Hanacaraka: ꦕꦤ꧀ꦝꦶꦥ꧀ꦭꦲꦺꦴꦱꦤ꧀, Candhi Plaosan) adalah sebutan untuk kompleks percandian yang terletak di Dukuh Plaosan, Desa Bugisan, Kecamatan Prambanan, Kabupaten Klaten, Provinsi Jawa Tengah, Indonesia. Candi ini terletak kira-kira satu kilometer ke arah timur-laut dari Candi Sewu atau Candi Prambanan.",gambar_wisata/Candi_Plaosan,gambar_wisata/Candi_Plaosan
candi,Candi Prambanan,-7.7522269,110.4915331,"Candi Prambanan, Jalan Jogja - Solo, Bokoharjo, Prambanan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 57454, Indonesia",Daerah Istimewa Yogyakarta,Sleman,"Candi Prambanan, Sleman, Daerah Istimewa Yogyakarta","Candi Prambanan (bahasa Jawa: ꦕꦟ꧀ꦝꦶꦥꦿꦩ꧀ꦧꦤꦤ꧀, translit. Caṇḍi Prambanan) adalah bangunan candi bercorak agama Hindu terbesar di Indonesia yang dibangun pada abad ke-9 Masehi.",gambar_wisata/Candi_Prambanan,gambar_wisata/Candi_Prambanan
candi,Candi Ratu Boko,-7.770512,110.4894642,"Kawasan Candi Ratu Boko, Jalan Piyungan - Prambanan, Bokoharjo, Prambanan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55572, Indonesia",Daerah Istimewa Yogyakarta,Sleman,"Candi Ratu Boko, Sleman, Daerah Istimewa Yogyakarta","Daerah Istimewa Yogyakarta, disingkat DI Yogyakarta atau DIY adalah daerah Istimewa setingkat provinsi di Indonesia yang merupakan peleburan dari Negara Kesultanan Yogyakarta dan Negara Kadipaten Paku Alaman dengan ibu kota di Kota Yogyakarta. Daerah Istimewa Yogyakarta terletak di bagian selatan Pulau Jawa, dan berbatasan dengan Provinsi Jawa Tengah dan Samudra Hindia.",gambar_wisata/Candi_Ratu_Boko,gambar_wisata/Candi_Ratu_Boko
candi,Candi Sambisari,-7.7623668,110.446949,"Candi Sambisari, Jalan Masjid II, Purwomartani, Kalasan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55571, Indonesia",Daerah Istimewa Yogyakarta,Sleman,"Candi Sambisari, Sleman, Daerah Istimewa Yogyakarta","Daerah Istimewa Yogyakarta, disingkat DI Yogyakarta atau DIY adalah daerah Istimewa setingkat provinsi di Indonesia yang merupakan peleburan dari Negara Kesultanan Yogyakarta dan Negara Kadipaten Paku Alaman dengan ibu kota di Kota Yogyakarta. Daerah Istimewa Yogyakarta terletak di bagian selatan Pulau Jawa, dan berbatasan dengan Provinsi Jawa Tengah dan Samudra Hindia.",gambar_wisata/Candi_Sambisari,gambar_wisata/Candi_Sambisari
candi,Candi Sari,-7.7615065,110.4742174,"Candi Sari, Jalan Jogja - Solo, Kalasan, Tirtomartani, Kalasan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55571, Indonesia",Daerah Istimewa Yogyakarta,Sleman,"Candi Sari, Sleman, Daerah Istimewa Yogyakarta","Daerah Istimewa Yogyakarta, disingkat DI Yogyakarta atau DIY adalah daerah Istimewa setingkat provinsi di Indonesia yang merupakan peleburan dari Negara Kesultanan Yogyakarta dan Negara Kadipaten Paku Alaman dengan ibu kota di Kota Yogyakarta. Daerah Istimewa Yogyakarta terletak di bagian selatan Pulau Jawa, dan berbatasan dengan Provinsi Jawa Tengah dan Samudra Hindia.",gambar_wisata/Candi_Sari,gambar_wisata/Candi_Sari
candi,Candi Sewu,-7.7443372,110.4928925,"Candi Sewu, Bugisan, Klaten, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Klaten,"Candi Sewu, Klaten, Jawa Tengah","Candi Sewu (bahasa Jawa: ꦕꦤ꧀ꦝꦶꦱꦺꦮꦸ, translit. Candhi Sèwu) adalah candi Buddha yang dibangun pada abad ke-8 Masehi yang berjarak sekitar delapan ratus meter di sebelah utara Candi Prambanan.",gambar_wisata/Candi_Sewu,gambar_wisata/Candi_Sewu
candi,Candi Singosari,-7.8877283,112.6638852,"Candi Singosari, Jalan Kertanegara, Rogonoto, Candirenggo, Kabupaten Malang, Jawa Timur, Jawa, 65153, Indonesia",Jawa Timur,Kabupaten Malang,"Candi Singosari, Kabupaten Malang, Jawa Timur","Singosari adalah sebuah kecamatan di bagian utara Kabupaten Malang, Provinsi Jawa Timur, Indonesia. Kecamatan ini berada di sebelah utara Kota Malang, kecamatan ini dilintasi jalur utama Surabaya-Malang.",gambar_wisata/Candi_Singosari,gambar_wisata/Candi_Singosari
candi,Candi Sojiwan,-7.7608885,110.4961263,"Candi Sojiwan, Jalan Bendo, Kebondalem Kidul, Klaten, Jawa Tengah, Jawa, 57454, Indonesia",Jawa Tengah,Klaten,"Candi Sojiwan, Klaten, Jawa Tengah","Candi Sojiwan (Candi Sajiwan) adalah sebuah candi Buddhis yang terletak di desa Kebon Dalem Kidul, kecamatan Prambanan, kabupaten Klaten, Jawa Tengah. Sebuah ciri khas candi ini ialah adanya sekitar 20 relief di kaki candi yang berhubungan dengan cerita-cerita Pancatantra atau Jataka dari India.",gambar_wisata/Candi_Sojiwan,gambar_wisata/Candi_Sojiwan
candi,Candi Sukuh,-7.6273153,111.1315373,"Candi Sukuh, Jalur Pendakian Gunung Lawu via Tambak, Berjo, Karanganyar, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Karanganyar,"Candi Sukuh, Karanganyar, Jawa Tengah","Candi Sukuh  diperkirakan dibangun pada masa akhir Kerajaan Majapahit, yaitu abad ke-15, pada masa pemerintahan Ratu Suhita (1429–1446). Situs Candi Sukuh pertama kali ditemukan oleh Johnson pada tahun 1815 dibawah masa kepemimpinan Jenderal Raffles.",gambar_wisata/Candi_Sukuh,gambar_wisata/Candi_Sukuh
candi,Candi Sumberawan,-7.8553522,112.6448149,"Kompleks Candi Sumberawan, Jalan Wisnu Wardhana, Pondokcandirenggoasri, Candirenggo, Kabupaten Malang, Jawa Timur, Jawa, 65153, Indonesia",Jawa Timur,Kabupaten Malang,"Candi Sumberawan, Kabupaten Malang, Jawa Timur","Candi Sumberawan merupakan salah satu candi yang memiliki bentuk yang sangat unik yaitu hanya berupa sebuah stupa, berlokasi di Desa Toyomarto, Kecamatan Singosari, Kabupaten Malang, Jawa Timur. Dengan jarak sekitar 6 km dari Candi Singosari.",gambar_wisata/Candi_Sumberawan,gambar_wisata/Candi_Sumberawan
candi,Candi Tegowangi,-7.7349327,112.161192,"Candi Tegowangi, Jalan Dahlia, Puhjarak, Plemahan, Kabupaten Kediri, Jawa Timur, Jawa, 64155, Indonesia",Jawa Timur,Kabupaten Kediri,"Candi Tegowangi, Kabupaten Kediri, Jawa Timur","Candi Tegowangi merupakan candi yang terletak di Desa Tegowangi, Kecamatan Plemahan, Kabupaten Kediri, Jawa Timur, Indonesia. Menurut Kitab Pararaton, candi ini merupakan tempat pendharmaan Bhre Matahun.",gambar_wisata/Candi_Tegowangi,gambar_wisata/Candi_Tegowangi
candi,Candi Tikus,-7.5716315,112.4035216,"Candi Tikus, Jalan Raya Gemekan-Gondang, Domas, Trowulan, Mojokerto, Jawa Timur, Jawa, 61362, Indonesia",Jawa Timur,Mojokerto,"Candi Tikus, Mojokerto, Jawa Timur","Candi Tikus adalah sebuah peninggalan dari kerajaan yang bercorak Hindu yang terletak di Kompleks Trowulan, tepatnya di dukuh Dinuk, Desa Temon, Kecamatan Trowulan, Kabupaten Mojokerto, Jawa Timur. Nama ‘Tikus’ hanya merupakan sebutan yang digunakan masyarakat setempat.",gambar_wisata/Candi_Tikus,gambar_wisata/Candi_Tikus
candi,Candi Wringin Lawang,-7.5419685,112.3909512,"Candi Wringin Lawang, Jalan Raya Trowulan, Jatipasar, Trowulan, Mojokerto, Jawa Timur, Jawa, 61362, Indonesia",Jawa Timur,Mojokerto,"Candi Wringin Lawang, Mojokerto, Jawa Timur","Gapura Wringinlawang adalah sebuah gapura peninggalan kerajaan Majapahit abad ke-14 yang berada di Jatipasar, Kecamatan Trowulan, Kabupaten Mojokerto, Jawa Timur, Indonesia. Bangunan ini terletak tak jauh ke selatan dari jalan utama di Jatipasar.",gambar_wisata/Candi_Wringin_Lawang,gambar_wisata/Candi_Wringin_Lawang
gunung,Gunung Agung,-8.3428923,115.5072076,"Gunung Agung, Kecamatan Bebandem, Karangasem, Bali, Nusa Tenggara, Indonesia",Bali,Karangasem,"Gunung Agung, Karangasem, Bali","Gunung Agung adalah gunung tertinggi di pulau Bali dengan ketinggian 3.142 mdpl. Gunung berapi ini terletak di Kecamatan Rendang, Kabupaten Karangasem, Bali, Indonesia.",gambar_wisata/Gunung_Agung,gambar_wisata/Gunung_Agung
gunung,Gunung Arfak,-1.156944,133.9788709,"Arfak, Manokwari, Papua Barat, Western New Guinea, Indonesia",Papua Barat,Manokwari,"Gunung Arfak, Manokwari, Papua Barat","Kabupaten Manokwari adalah sebuah kabupaten Indonesia dan sebagai ibu kota dari Provinsi Papua Barat. Kabupaten ini memiliki luas wilayah 3.168,28 km² dan berdasarkan data Kementerian Dalam Negeri akhir 2023, jumlah penduduk kabupaten ini sebanyak 203.191 jiwa.",gambar_wisata/Gunung_Arfak,gambar_wisata/Gunung_Arfak
gunung,Gunung Arjuno,-8.2219,112.7795,"Gunung Arjuno, Bumirejo, Kabupaten Malang, Jawa Timur, Jawa, 65181, Indonesia",Jawa Timur,Kabupaten Malang,"Gunung Arjuno, Kabupaten Malang, Jawa Timur","Gunung Arjuno (terkadang dieja Gunung Arjuna) adalah sebuah gunung berapi kerucut (istirahat) di Jawa Timur, Indonesia dengan ketinggian 3.339 m dpl. Gunung Arjuno secara administratif terletak di perbatasan Kota Batu, Kabupaten Malang, dan Kabupaten Pasuruan dan berada di bawah pengelolaan Taman Hutan Raya Raden Soerjo.",gambar_wisata/Gunung_Arjuno,gambar_wisata/Gunung_Arjuno
gunung,Gunung Batur,-8.2394154,115.3779603,"Gunung Batur, Bangli, Bali, Nusa Tenggara, Indonesia",Bali,Bangli,"Gunung Batur, Bangli, Bali","Gunung Batur adalah sebuah gunung berapi kerucut aktif di Kecamatan Kintamani, Kabupaten Bangli, Bali, Indonesia. Sisi tenggara dari kaldera yang berukuran 10×13 km ini sebagian besar berisi danau kaldera.",gambar_wisata/Gunung_Batur,gambar_wisata/Gunung_Batur
gunung,Gunung Batutara,-7.7906463,123.5865811,"Gunung Batu Tara, Lembata, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Lembata,"Gunung Batutara, Lembata, Nusa Tenggara Timur",Gunung Batutara adalah gunung dengan jenis stratovolcano yang terletak di Pulau Komba di Laut Flores. Berbagai jenis vegetasi menghiasi gunung Batutara.,gambar_wisata/Gunung_Batutara,gambar_wisata/Gunung_Batutara
gunung,Gunung Bawakaraeng,-4.5352463,120.3231088,"Jalan Gunung Bawakaraeng, Bone ᨅᨚᨊᨙ, Bukaka, Sulawesi Selatan, Sulawesi, 92712, Indonesia",Sulawesi Selatan,Sulawesi,"Gunung Bawakaraeng, Sulawesi, Sulawesi Selatan","Sulawesi Selatan (diakronimkan: Sulsel; Lontara: ᨔᨘᨒᨓᨙᨔᨗ ᨔᨛᨒᨈ ) adalah sebuah provinsi di semenanjung bagian selatan pulau Sulawesi, Indonesia. Kepulauan Selayar di bagian selatan pulau Sulawesi juga merupakan bagian dari provinsi tersebut.",gambar_wisata/Gunung_Bawakaraeng,gambar_wisata/Gunung_Bawakaraeng
gunung,Gunung Betung,1.4,112.333333,"Gunung Betung, Embaloh Hulu, Kapuas Hulu, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Kapuas Hulu,"Gunung Betung, Kapuas Hulu, Kalimantan Barat",Gunung Kelam adalah gunung yang terletak di Kalimantan Barat. Gunung ini memiliki tanaman endemik kantong semar dari spesies Nepenthes clipeata.,gambar_wisata/Gunung_Betung,gambar_wisata/Gunung_Betung
gunung,Gunung Binaiya,-3.1733546,129.4552073,"Gunung Binaiya, Maluku Tengah, Maluku, Indonesia",Maluku,Maluku Tengah,"Gunung Binaiya, Maluku Tengah, Maluku","Kabupaten Maluku Tengah adalah salah satu kabupaten di Provinsi Maluku, Indonesia. Ibu kota kabupaten ini terletak di Kecamatan Kota Masohi.",gambar_wisata/Gunung_Binaiya,gambar_wisata/Gunung_Binaiya
gunung,Gunung Bromo,-7.9420691,112.9529769,"Gunung Bromo, Road to Bromo, Cemoro Lawang, Probolinggo, Jawa Timur, Jawa, 67254, Indonesia",Jawa Timur,Probolinggo,"Gunung Bromo, Probolinggo, Jawa Timur","Gunung Bromo atau dalam bahasa Tengger dieja ""Brama"", juga disebut Kaldera Tengger, adalah sebuah gunung berapi aktif di Jawa Timur, Indonesia. Gunung ini memiliki ketinggian 2.614 meter di atas permukaan laut dan berada dalam empat wilayah kabupaten, yakni Kabupaten Probolinggo, Kabupaten Pasuruan, Kabupaten Lumajang, dan Kabupaten Malang.",gambar_wisata/Gunung_Bromo,gambar_wisata/Gunung_Bromo
gunung,Gunung Burangrang,-6.7740399,107.5556983,"Gunung Burangrang, Purwakarta, Jawa Barat, Jawa, 40551, Indonesia",Jawa Barat,Purwakarta,"Gunung Burangrang, Purwakarta, Jawa Barat","Kabupaten Purwakarta (bahasa Sunda: ᮕᮥᮁᮝᮊᮁᮒ) adalah sebuah wilayah kabupaten yang terletak di Provinsi Jawa Barat, Indonesia. Ibu kota kabupaten ini berada di Kecamatan Purwakarta Kota.",gambar_wisata/Gunung_Burangrang,gambar_wisata/Gunung_Burangrang
gunung,Gunung Ciremai,-6.8800193,108.4104831,"Taman Nasional Gunung Ciremai, Maniskidul, Kuningan, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kuningan,"Gunung Ciremai, Kuningan, Jawa Barat","Gunung Ceremai (sering kali secara salah kaprah dinamakan Ciremai, Latin: Gunung Ceremé) adalah gunung berapi kerucut yang secara administratif termasuk dalam wilayah dua kabupaten, yakni Kabupaten Kuningan dan Kabupaten Cirebon, Provinsi Jawa Barat. Posisi geografis puncaknya terletak pada kordinat 6° 53' 30"" LS dan 108° 24' 00"" BT, dengan ketinggian 3.078 meter di atas permukaan laut.",gambar_wisata/Gunung_Ciremai,gambar_wisata/Gunung_Ciremai
gunung,Gunung Dempo,-4.0155065,103.1279874,"Gunung Dempo, Tanjung Sakti Pumi, Lahat, Sumatera Selatan, Sumatera, Indonesia",Sumatera Selatan,Tanjung Sakti Pumi,"Gunung Dempo, Tanjung Sakti Pumi, Sumatera Selatan","Tanjung Sakti Pumu adalah sebuah kecamatan di Kabupaten Lahat, Sumatera Selatan, Indonesia. Kecamatan Tanjung Sakti Pumu berjarak 97 Km berkendara ke arah barat daya dari pusat Kabupaten Lahat.",gambar_wisata/Gunung_Dempo,gambar_wisata/Gunung_Dempo
gunung,Gunung Egon,-8.6780954,122.4541256,"Gunung Egon, Sikka, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Sikka,"Gunung Egon, Sikka, Nusa Tenggara Timur","Gunung Egon adalah sebuah gunung berapi yang terletak di Kabupaten Sikka, Pulau Flores, provinsi Nusa Tenggara Timur, Indonesia. Gunung ini memiliki tinggi 1.703 meter dari permukaan laut.",gambar_wisata/Gunung_Egon,gambar_wisata/Gunung_Egon
gunung,Gunung Galunggung,-7.2561523,108.0760925,"Gunung Galunggung, Linggajati, Tasikmalaya, Jawa Barat, Jawa, Indonesia",Jawa Barat,Tasikmalaya,"Gunung Galunggung, Tasikmalaya, Jawa Barat","Gunung Galunggung (Aksara Sunda Baku: ᮌᮥᮔᮥᮀ ᮌᮜᮥᮀᮌᮥᮀ) merupakan gunung api dengan ketinggian 2.240 meter di atas permukaan laut, dengan puncak tertingginya yakni Puncak Beuti Canar yang memiliki ketinggian 2.240 Mdpl. Gunung ini terletak sekitar 17 km dari pusat kota Tasikmalaya, Jawa Barat.",gambar_wisata/Gunung_Galunggung,gambar_wisata/Gunung_Galunggung
gunung,Gunung Gamalama,0.8098795,127.3323425,"Gunung Gamalama, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate,"Gunung Gamalama, Ternate, Maluku Utara","Gunung Gamalama adalah sebuah Gunung berapi kerucut yang merupakan keseluruhan Pulau Ternate, Kepulauan Maluku, Indonesia. Pulau ini ada di pesisir barat Pulau Halmahera yang ada di bagian utara Kepulauan Maluku.",gambar_wisata/Gunung_Gamalama,gambar_wisata/Gunung_Gamalama
gunung,Gunung Gamping,-7.669167,111.091667,"Gunung Gamping, Karanglo, Karanganyar, Jawa Tengah, Jawa, 57785, Indonesia",Jawa Tengah,Karanganyar,"Gunung Gamping, Karanganyar, Jawa Tengah",Deskripsi tidak ditemukan,gambar_wisata/Gunung_Gamping,gambar_wisata/Gunung_Gamping
gunung,Gunung Gede,-6.7878411,106.9817166,"Gunung Gede, Cianjur, Jawa Barat, Jawa, Indonesia",Jawa Barat,Cianjur,"Gunung Gede, Cianjur, Jawa Barat","Gunung Gede (Aksara Sunda Baku: ᮌᮥᮔᮥᮀ ᮌᮨᮓᮦ, Gunung Gedé, Gunung Gemuruh, bahasa Belanda: Blaauwberg) merupakan sebuah gunung berapi kerucut tipe A yang berada di bagian barat Pulau Jawa, Indonesia. Gunung Gede berada dalam ruang lingkup Taman Nasional Gede Pangrango, yang merupakan salah satu dari lima taman nasional yang pertama kali diumumkan di Indonesia pada tahun 1980.",gambar_wisata/Gunung_Gede,gambar_wisata/Gunung_Gede
gunung,Gunung Gede Pangrango,-6.7752118,106.9311234,"Taman Nasional Gunung Gede Pangrango, Kadudampit, Megamendung, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kab Sukabumi,"Gunung Gede Pangrango, Kab Sukabumi, Jawa Barat","Gunung Salak (Aksara Sunda Baku: ᮌᮥᮔᮥᮀ ᮞᮜᮊ᮪, merupakan kompleks gunung berapi tua yang terletak di selatan Jakarta, di Pulau Jawa. Kawasan rangkaian gunung ini termasuk ke dalam wilayah Kabupaten Sukabumi dan Kabupaten Bogor, Jawa Barat.",gambar_wisata/Gunung_Gede_Pangrango,gambar_wisata/Gunung_Gede_Pangrango
gunung,Gunung Guntur,-6.7477791,108.5598827,"Jalan Gunung Guntur D. 15, Kecapi, Harjamukti, Kota Cirebon, Jawa Barat, Jawa, 45142, Indonesia",Jawa Barat,Kota Cirebon,"Gunung Guntur, Kota Cirebon, Jawa Barat","Gunung Ceremai (sering kali secara salah kaprah dinamakan Ciremai, Latin: Gunung Ceremé) adalah gunung berapi kerucut yang secara administratif termasuk dalam wilayah dua kabupaten, yakni Kabupaten Kuningan dan Kabupaten Cirebon, Provinsi Jawa Barat. Posisi geografis puncaknya terletak pada kordinat 6° 53' 30"" LS dan 108° 24' 00"" BT, dengan ketinggian 3.078 meter di atas permukaan laut.",gambar_wisata/Gunung_Guntur,gambar_wisata/Gunung_Guntur
gunung,Gunung Halimun Salak National Park,-6.7417746,106.4540374,"Taman Nasional Gunung Halimun-Salak, Lebak, Banten, Jawa, 16696, Indonesia",Banten,Lebak,"Gunung Halimun Salak National Park, Lebak, Banten","Taman Nasional Gunung Halimun–Salak (TNGHS) adalah salah satu taman nasional yang terletak di Jawa Barat. Kawasan konservasi dengan luas 113.357 hektare ini menjadi penting karena melindungi hutan hujan dataran rendah yang terluas di daerah ini, dan sebagai wilayah dengan tangkapan air bagi kabupaten-kabupaten di sekelilingnya.",gambar_wisata/Gunung_Halimun_Salak_National_Park,gambar_wisata/Gunung_Halimun_Salak_National_Park
gunung,Gunung Ijen,-8.0579332,114.2430975,"Gunung Ijen, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi,"Gunung Ijen, Banyuwangi, Jawa Timur","Gunung Merapi (2.799 meter dpl) adalah gunung api (istirahat) yang terletak di Jawa Timur, Indonesia. Posisinya berada di dua kabupaten, yaitu Kabupaten Banyuwangi dan Kabupaten Bondowoso.",gambar_wisata/Gunung_Ijen,gambar_wisata/Gunung_Ijen
gunung,Gunung Ile Ape,-8.2727646,123.5067385,"Gunung Lewotolo, Lembata, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Lembata,"Gunung Ile Ape, Lembata, Nusa Tenggara Timur","Berikut daftar kecamatan dan kelurahan di Provinsi Nusa Tenggara Timur, Indonesia. Provinsi Nusa Tenggara Timur terdiri dari 21 kabupaten, 1 kotamadya, 309 kecamatan, 327 kelurahan, dan 3.026 desa.",gambar_wisata/Gunung_Ile_Ape,gambar_wisata/Gunung_Ile_Ape
gunung,Gunung Inerie,-8.8781,120.9543,"Keli Inerie, Ngada, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Ngada,"Gunung Inerie, Ngada, Nusa Tenggara Timur","Kabupaten Ngada adalah sebuah kabupaten di pulau Flores, provinsi Nusa Tenggara Timur, Indonesia. Ibu kota kabupaten adalah Bajawa.",gambar_wisata/Gunung_Inerie,gambar_wisata/Gunung_Inerie
gunung,Gunung Kaba,4.133333,116.183333,"Gunung Kaba, Nunukan, Kalimantan Utara, Kalimantan, Indonesia",Kalimantan Utara,Nunukan,"Gunung Kaba, Nunukan, Kalimantan Utara","Gunung Harun adalah gunung yang termasuk di kawasan Taman Nasional Kayan Mentarang, Kecamatan Krayan, Kabupaten Nunukan, Provinsi Kalimantan Utara. Puncaknya pertama kali dicapai oleh Mahasiswa-mahasiswa asal Kota Tarakan yang tergabung UKM Ikatan Mahasiswa Pecinta Alam Universitas Borneo Tarakan ( IMPA UB ).",gambar_wisata/Gunung_Kaba,gambar_wisata/Gunung_Kaba
gunung,Gunung Karacak,-7.2692,107.9719,"Gunung Karacak, Garut, Jawa Barat, Jawa, Indonesia",Jawa Barat,Garut,"Gunung Karacak, Garut, Jawa Barat","Gunung Cikuray atau Cikurai (Aksara Sunda Baku: ᮌᮥᮔᮥᮀ ᮎᮤᮊᮥᮛᮄ) adalah sebuah gunung bertipe Stratovolcano yang terletak di Dayeuhmanggung, Kabupaten Garut, Jawa Barat, Indonesia. Gunung Cikuray yang mempunyai ketinggian 2.821 meter di atas permukaan laut ini tidak mempunyai kawah aktif dan merupakan gunung tertinggi keempat di Jawa Barat setelah Gunung Ciremai, Gunung Pangrango dan Gunung Gede.",gambar_wisata/Gunung_Karacak,gambar_wisata/Gunung_Karacak
gunung,Gunung Karang,-6.2731994,106.0468065,"Gunung Karang, Pandeglang, Banten, Jawa, Indonesia",Banten,Pandeglang,"Gunung Karang, Pandeglang, Banten","Gunung Karang adalah sebuah gunung berapi kerucut (Tipe B / istirahat) yang terletak di Kabupaten Pandeglang, Banten, Indonesia. Gunung ini masuk kedalam kelompok Stratovolcano yang memiliki potensi meletus pada masa mendatang.",gambar_wisata/Gunung_Karang,gambar_wisata/Gunung_Karang
gunung,Gunung Kelimutu,-8.7651702,121.8133427,"Gunung Kelimutu, Ende, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Ende,"Gunung Kelimutu, Ende, Nusa Tenggara Timur",Nusa Tenggara Timur (disingkat NTT) adalah sebuah provinsi di Indonesia yang meliputi bagian timur Kepulauan Nusa Tenggara. Ibu kota Nusa Tenggara Timur berada di Kota Kupang.,gambar_wisata/Gunung_Kelimutu,gambar_wisata/Gunung_Kelimutu
gunung,Gunung Kelud,-7.9389217,112.3052492,"Gunung Kelud, Blitar, Jawa Timur, Jawa, Indonesia",Jawa Timur,Blitar,"Gunung Kelud, Blitar, Jawa Timur","Gunung Kelud (dalam aksara jawa: ꦒꦸꦤꦸꦁꦏꦼꦭꦸꦠ꧀a) adalah sebuah gunung berapi di Jawa Timur yang hingga sekarang tergolong aktif. Gunung ini berada di perbatasan antara Kabupaten Kediri, Kabupaten Blitar, dan Kabupaten Malang.",gambar_wisata/Gunung_Kelud,gambar_wisata/Gunung_Kelud
gunung,Gunung Kerinci,-1.6971814,101.2646538,"Gunung Kerinci, Kerinci, Jambi, Sumatera, Indonesia",Jambi,Kerinci,"Gunung Kerinci, Kerinci, Jambi","Gunung Kerinci (juga dieja dengan ""Kerintji"") adalah gunung tertinggi di pulau Sumatra dan gunung berapi tertinggi di Indonesia juga Asia Tenggara. Gunung Kerinci terletak di perbatasan Kabupaten Kerinci, Jambi dan Kabupaten Solok Selatan, Sumatera Barat, di Pegunungan Bukit Barisan dengan ketinggian 3.805 mdpl.",gambar_wisata/Gunung_Kerinci,gambar_wisata/Gunung_Kerinci
gunung,Gunung Klabat,1.4530396,125.0312101,"Gunung Klabat, Klabat, Minahasa Utara, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Minahasa Utara,"Gunung Klabat, Minahasa Utara, Sulawesi Utara",Gunung Klabat merupakan gunung tertinggi di Provinsi Sulawesi Utara. Puncak ketinggiannya mencapai sekitar 2100 mdpl.,gambar_wisata/Gunung_Klabat,gambar_wisata/Gunung_Klabat
gunung,Gunung Krakatau,-6.1996194,106.9260011,"Jalan Gunung Krakatau V, RW 05, Jatinegara, Cakung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13940, Indonesia",,Jakarta Timur,"Gunung Krakatau, Jakarta Timur, nan","Gunung Pasaman adalah gunung yang terletak di Kabupaten Pasaman Barat, Provinsi Sumatera Barat, berdampingan dengan Gunung Talamau. Gunung ini termasuk dalam tipe gunung api tidak aktif, dikenal juga dengan nama Puncak Rajo Imbang Langik, diambil dari nama raja yang pernah berkuasa di daerah tersebut pada zaman dahulu.",gambar_wisata/Gunung_Krakatau,gambar_wisata/Gunung_Krakatau
gunung,Gunung Latimojong,-3.3786177,120.3047851,"Jalan Gunung Latimojong, Luwu, Balla, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Sulawesi,"Gunung Latimojong, Sulawesi, Sulawesi Selatan","Gunung Latimojong adalah satu nama gunung di kab.Enrekang, Sulawesi Selatan, Indonesia. Gunung Latimojong berada di tengah-tengah Sulawesi Selatan.",gambar_wisata/Gunung_Latimojong,gambar_wisata/Gunung_Latimojong
